trigger_type,model_index,anomaly_metric
bpp,1,1.6975045052720292
bpp,2,10.3372686624488
bpp,3,21.398302997078773
bpp,4,0.1496185588406525
bpp,5,1.0890690726702046
bpp,6,2.859152502223284
bpp,7,1.2696486278869876
bpp,8,3.037901342273226
bpp,9,1.013622771420457
bpp,10,1.3736529554456747
