trigger_type,model_index,anomaly_metric
blended,1,10.854398783908719
blended,2,1.7873636568209954
blended,3,11.999700840121843
blended,4,8.922180165379142
blended,5,209.1639559669159
blended,6,3.841385630186915
blended,7,1.001233998454928
blended,8,6.3023043423222465
blended,9,7.778462882811309
blended,10,2.970106622531981
