trigger_type,model_index,anomaly_metric
badnet,1,7.132518918837466
badnet,2,6.718545283445861
badnet,3,8.717304433681148
badnet,4,1.6361299372618736
badnet,5,2.336774277034227
badnet,6,26.033957788899645
badnet,7,6.7032213634006395
badnet,8,1.2032627258099657
badnet,9,6.7501746428749305
badnet,10,0.5549618514671233
